"project","organism","file_source","project_home","project_type","n_samples"
"SRP201225","mouse","sra","data_sources/sra","data_sources",4
"SRP021025","mouse","sra","data_sources/sra","data_sources",20
"SRP134925","mouse","sra","data_sources/sra","data_sources",10
"SRP112725","mouse","sra","data_sources/sra","data_sources",11
"DRP003125","mouse","sra","data_sources/sra","data_sources",2
"SRP078925","mouse","sra","data_sources/sra","data_sources",30
"SRP063525","mouse","sra","data_sources/sra","data_sources",4
"SRP123325","mouse","sra","data_sources/sra","data_sources",10
"SRP137825","mouse","sra","data_sources/sra","data_sources",4
"SRP098925","mouse","sra","data_sources/sra","data_sources",4
"SRP059425","mouse","sra","data_sources/sra","data_sources",6
"SRP068025","mouse","sra","data_sources/sra","data_sources",4
"SRP168925","mouse","sra","data_sources/sra","data_sources",24
"SRP151325","mouse","sra","data_sources/sra","data_sources",14
"SRP073725","mouse","sra","data_sources/sra","data_sources",4
"SRP189925","mouse","sra","data_sources/sra","data_sources",15
"SRP234525","mouse","sra","data_sources/sra","data_sources",11
"SRP016625","mouse","sra","data_sources/sra","data_sources",13
"SRP151925","mouse","sra","data_sources/sra","data_sources",47
"SRP028125","mouse","sra","data_sources/sra","data_sources",20
"SRP124525","mouse","sra","data_sources/sra","data_sources",12
"SRP225225","mouse","sra","data_sources/sra","data_sources",7
"SRP174225","mouse","sra","data_sources/sra","data_sources",26
"SRP095025","mouse","sra","data_sources/sra","data_sources",10
"SRP201725","mouse","sra","data_sources/sra","data_sources",6
"SRP093925","mouse","sra","data_sources/sra","data_sources",26
"SRP002325","mouse","sra","data_sources/sra","data_sources",7
"SRP123625","mouse","sra","data_sources/sra","data_sources",6
"SRP056625","mouse","sra","data_sources/sra","data_sources",128
"SRP073925","mouse","sra","data_sources/sra","data_sources",12
"SRP139025","mouse","sra","data_sources/sra","data_sources",14
"SRP026625","mouse","sra","data_sources/sra","data_sources",11
"SRP045525","mouse","sra","data_sources/sra","data_sources",6
"SRP218125","mouse","sra","data_sources/sra","data_sources",12
"SRP198525","mouse","sra","data_sources/sra","data_sources",36
"SRP098725","mouse","sra","data_sources/sra","data_sources",30
"SRP199525","mouse","sra","data_sources/sra","data_sources",2
"SRP223025","mouse","sra","data_sources/sra","data_sources",12
"SRP150625","mouse","sra","data_sources/sra","data_sources",15
"SRP154425","mouse","sra","data_sources/sra","data_sources",48
"SRP110825","mouse","sra","data_sources/sra","data_sources",8
"SRP168625","mouse","sra","data_sources/sra","data_sources",64
"DRP004425","mouse","sra","data_sources/sra","data_sources",4
"SRP101925","mouse","sra","data_sources/sra","data_sources",6
"SRP082325","mouse","sra","data_sources/sra","data_sources",19
"SRP165225","mouse","sra","data_sources/sra","data_sources",24
"SRP150425","mouse","sra","data_sources/sra","data_sources",6
"SRP143625","mouse","sra","data_sources/sra","data_sources",4
"SRP190925","mouse","sra","data_sources/sra","data_sources",80
"SRP127725","mouse","sra","data_sources/sra","data_sources",8
"SRP045625","mouse","sra","data_sources/sra","data_sources",10
"SRP217525","mouse","sra","data_sources/sra","data_sources",428
"SRP092125","mouse","sra","data_sources/sra","data_sources",38
"ERP013725","mouse","sra","data_sources/sra","data_sources",8
"SRP096325","mouse","sra","data_sources/sra","data_sources",18
"SRP043525","mouse","sra","data_sources/sra","data_sources",27
"SRP219825","mouse","sra","data_sources/sra","data_sources",8
"DRP003625","mouse","sra","data_sources/sra","data_sources",4
"SRP189525","mouse","sra","data_sources/sra","data_sources",18
"SRP075825","mouse","sra","data_sources/sra","data_sources",10
"SRP164925","mouse","sra","data_sources/sra","data_sources",9
"SRP188525","mouse","sra","data_sources/sra","data_sources",6
"SRP218825","mouse","sra","data_sources/sra","data_sources",12
"ERP021225","mouse","sra","data_sources/sra","data_sources",10
"SRP013825","mouse","sra","data_sources/sra","data_sources",15
"SRP082225","mouse","sra","data_sources/sra","data_sources",2
"SRP103925","mouse","sra","data_sources/sra","data_sources",4
"SRP181125","mouse","sra","data_sources/sra","data_sources",597
"ERP109325","mouse","sra","data_sources/sra","data_sources",30
"SRP173925","mouse","sra","data_sources/sra","data_sources",6
"SRP080325","mouse","sra","data_sources/sra","data_sources",12
"SRP131104","mouse","sra","data_sources/sra","data_sources",1
"SRP051004","mouse","sra","data_sources/sra","data_sources",21
"SRP216204","mouse","sra","data_sources/sra","data_sources",6
"SRP215304","mouse","sra","data_sources/sra","data_sources",9
"SRP098904","mouse","sra","data_sources/sra","data_sources",24
"SRP048704","mouse","sra","data_sources/sra","data_sources",40
"DRP004804","mouse","sra","data_sources/sra","data_sources",12
"ERP020504","mouse","sra","data_sources/sra","data_sources",47
"SRP061404","mouse","sra","data_sources/sra","data_sources",1
"SRP099204","mouse","sra","data_sources/sra","data_sources",32
"SRP013404","mouse","sra","data_sources/sra","data_sources",4
"SRP189304","mouse","sra","data_sources/sra","data_sources",20
"SRP072704","mouse","sra","data_sources/sra","data_sources",4
"SRP152804","mouse","sra","data_sources/sra","data_sources",24
"SRP017604","mouse","sra","data_sources/sra","data_sources",14
"SRP125104","mouse","sra","data_sources/sra","data_sources",16
"SRP134204","mouse","sra","data_sources/sra","data_sources",40
"SRP039604","mouse","sra","data_sources/sra","data_sources",6
"SRP126004","mouse","sra","data_sources/sra","data_sources",15
"SRP201304","mouse","sra","data_sources/sra","data_sources",11
"SRP187404","mouse","sra","data_sources/sra","data_sources",2
"SRP102704","mouse","sra","data_sources/sra","data_sources",2
"SRP117604","mouse","sra","data_sources/sra","data_sources",2
"SRP156204","mouse","sra","data_sources/sra","data_sources",6
"ERP011804","mouse","sra","data_sources/sra","data_sources",737
"SRP005604","mouse","sra","data_sources/sra","data_sources",11
"SRP178204","mouse","sra","data_sources/sra","data_sources",36
"SRP067404","mouse","sra","data_sources/sra","data_sources",6
"SRP226504","mouse","sra","data_sources/sra","data_sources",8
"SRP056004","mouse","sra","data_sources/sra","data_sources",5
"SRP164704","mouse","sra","data_sources/sra","data_sources",48
"ERP020604","mouse","sra","data_sources/sra","data_sources",54
"SRP033104","mouse","sra","data_sources/sra","data_sources",4
"SRP109804","mouse","sra","data_sources/sra","data_sources",60
"ERP011204","mouse","sra","data_sources/sra","data_sources",9
"SRP069804","mouse","sra","data_sources/sra","data_sources",12
"SRP151004","mouse","sra","data_sources/sra","data_sources",6
"SRP162504","mouse","sra","data_sources/sra","data_sources",10
"SRP145104","mouse","sra","data_sources/sra","data_sources",11
"SRP069204","mouse","sra","data_sources/sra","data_sources",3
"SRP214104","mouse","sra","data_sources/sra","data_sources",8
"SRP091504","mouse","sra","data_sources/sra","data_sources",6
"SRP055004","mouse","sra","data_sources/sra","data_sources",8
"SRP137004","mouse","sra","data_sources/sra","data_sources",24
"SRP216004","mouse","sra","data_sources/sra","data_sources",6
"SRP219704","mouse","sra","data_sources/sra","data_sources",9
"SRP135104","mouse","sra","data_sources/sra","data_sources",8
"SRP150004","mouse","sra","data_sources/sra","data_sources",28
"SRP125804","mouse","sra","data_sources/sra","data_sources",30
"SRP201404","mouse","sra","data_sources/sra","data_sources",10
"SRP016104","mouse","sra","data_sources/sra","data_sources",4
"SRP064004","mouse","sra","data_sources/sra","data_sources",10
"SRP159004","mouse","sra","data_sources/sra","data_sources",6
"SRP173804","mouse","sra","data_sources/sra","data_sources",6
"SRP168404","mouse","sra","data_sources/sra","data_sources",24
"SRP115204","mouse","sra","data_sources/sra","data_sources",2
"SRP010804","mouse","sra","data_sources/sra","data_sources",6
"SRP155604","mouse","sra","data_sources/sra","data_sources",5
"SRP038104","mouse","sra","data_sources/sra","data_sources",24
"SRP062904","mouse","sra","data_sources/sra","data_sources",10
"SRP116304","mouse","sra","data_sources/sra","data_sources",6
"SRP184204","mouse","sra","data_sources/sra","data_sources",15
"SRP173204","mouse","sra","data_sources/sra","data_sources",104
"SRP011204","mouse","sra","data_sources/sra","data_sources",24
"SRP200404","mouse","sra","data_sources/sra","data_sources",12
"SRP058904","mouse","sra","data_sources/sra","data_sources",4
"SRP167804","mouse","sra","data_sources/sra","data_sources",12
"SRP151504","mouse","sra","data_sources/sra","data_sources",21
"SRP018704","mouse","sra","data_sources/sra","data_sources",2
"SRP074204","mouse","sra","data_sources/sra","data_sources",5
"SRP100804","mouse","sra","data_sources/sra","data_sources",6
"SRP128104","mouse","sra","data_sources/sra","data_sources",5
"SRP077304","mouse","sra","data_sources/sra","data_sources",6
"SRP101804","mouse","sra","data_sources/sra","data_sources",8
"SRP096904","mouse","sra","data_sources/sra","data_sources",16
"SRP218804","mouse","sra","data_sources/sra","data_sources",4
"SRP149804","mouse","sra","data_sources/sra","data_sources",32
"SRP187004","mouse","sra","data_sources/sra","data_sources",48
"SRP150704","mouse","sra","data_sources/sra","data_sources",59
"SRP145604","mouse","sra","data_sources/sra","data_sources",15
"SRP081104","mouse","sra","data_sources/sra","data_sources",8
"SRP127404","mouse","sra","data_sources/sra","data_sources",1
"ERP009304","mouse","sra","data_sources/sra","data_sources",48
"ERP112704","mouse","sra","data_sources/sra","data_sources",6
"SRP049804","mouse","sra","data_sources/sra","data_sources",2
"SRP104904","mouse","sra","data_sources/sra","data_sources",8
"SRP181804","mouse","sra","data_sources/sra","data_sources",10
"SRP136604","mouse","sra","data_sources/sra","data_sources",96
"SRP081004","mouse","sra","data_sources/sra","data_sources",24
"SRP079704","mouse","sra","data_sources/sra","data_sources",20
"SRP155404","mouse","sra","data_sources/sra","data_sources",9
"SRP126504","mouse","sra","data_sources/sra","data_sources",4
"SRP227204","mouse","sra","data_sources/sra","data_sources",18
"SRP167104","mouse","sra","data_sources/sra","data_sources",6
"SRP049304","mouse","sra","data_sources/sra","data_sources",12
"SRP111204","mouse","sra","data_sources/sra","data_sources",60
"SRP090904","mouse","sra","data_sources/sra","data_sources",8
"SRP084204","mouse","sra","data_sources/sra","data_sources",12
"SRP065804","mouse","sra","data_sources/sra","data_sources",8
"SRP071304","mouse","sra","data_sources/sra","data_sources",6
"ERP104373","mouse","sra","data_sources/sra","data_sources",12
"SRP075473","mouse","sra","data_sources/sra","data_sources",99
"SRP118373","mouse","sra","data_sources/sra","data_sources",5
"SRP055373","mouse","sra","data_sources/sra","data_sources",12
"ERP008773","mouse","sra","data_sources/sra","data_sources",2887
"SRP214273","mouse","sra","data_sources/sra","data_sources",48
"DRP004973","mouse","sra","data_sources/sra","data_sources",10
"SRP072773","mouse","sra","data_sources/sra","data_sources",15
"SRP162673","mouse","sra","data_sources/sra","data_sources",8
"SRP070673","mouse","sra","data_sources/sra","data_sources",387
"SRP015773","mouse","sra","data_sources/sra","data_sources",143
"SRP224673","mouse","sra","data_sources/sra","data_sources",114
"SRP150873","mouse","sra","data_sources/sra","data_sources",15
"ERP116073","mouse","sra","data_sources/sra","data_sources",12
"SRP136273","mouse","sra","data_sources/sra","data_sources",6
"SRP038773","mouse","sra","data_sources/sra","data_sources",6
"SRP029473","mouse","sra","data_sources/sra","data_sources",2
"SRP186573","mouse","sra","data_sources/sra","data_sources",15
"SRP072673","mouse","sra","data_sources/sra","data_sources",12
"SRP053173","mouse","sra","data_sources/sra","data_sources",25
"SRP071773","mouse","sra","data_sources/sra","data_sources",10
"SRP099973","mouse","sra","data_sources/sra","data_sources",8
"SRP049773","mouse","sra","data_sources/sra","data_sources",12
"SRP159673","mouse","sra","data_sources/sra","data_sources",12
"SRP075573","mouse","sra","data_sources/sra","data_sources",24
"SRP064673","mouse","sra","data_sources/sra","data_sources",8
"SRP148573","mouse","sra","data_sources/sra","data_sources",288
"SRP082573","mouse","sra","data_sources/sra","data_sources",14
"DRP003973","mouse","sra","data_sources/sra","data_sources",22
"SRP077673","mouse","sra","data_sources/sra","data_sources",38
"SRP132873","mouse","sra","data_sources/sra","data_sources",36
"SRP111473","mouse","sra","data_sources/sra","data_sources",4
"SRP094773","mouse","sra","data_sources/sra","data_sources",24
"SRP069873","mouse","sra","data_sources/sra","data_sources",12
"SRP096673","mouse","sra","data_sources/sra","data_sources",12
"SRP134173","mouse","sra","data_sources/sra","data_sources",15
"SRP089973","mouse","sra","data_sources/sra","data_sources",8
"SRP217173","mouse","sra","data_sources/sra","data_sources",12
"SRP108273","mouse","sra","data_sources/sra","data_sources",2
"SRP226573","mouse","sra","data_sources/sra","data_sources",12
"SRP121173","mouse","sra","data_sources/sra","data_sources",1
"DRP003273","mouse","sra","data_sources/sra","data_sources",16
"SRP044873","mouse","sra","data_sources/sra","data_sources",28
"SRP132373","mouse","sra","data_sources/sra","data_sources",3
"SRP126873","mouse","sra","data_sources/sra","data_sources",13
"SRP155973","mouse","sra","data_sources/sra","data_sources",10
"SRP157873","mouse","sra","data_sources/sra","data_sources",22
"SRP174473","mouse","sra","data_sources/sra","data_sources",4
"SRP082273","mouse","sra","data_sources/sra","data_sources",19
"SRP168573","mouse","sra","data_sources/sra","data_sources",10
"SRP126673","mouse","sra","data_sources/sra","data_sources",36
"SRP132773","mouse","sra","data_sources/sra","data_sources",9
"SRP070073","mouse","sra","data_sources/sra","data_sources",32
"SRP045673","mouse","sra","data_sources/sra","data_sources",8
"SRP095873","mouse","sra","data_sources/sra","data_sources",6
"SRP074273","mouse","sra","data_sources/sra","data_sources",14
"SRP134573","mouse","sra","data_sources/sra","data_sources",6
"SRP119473","mouse","sra","data_sources/sra","data_sources",28
"SRP017173","mouse","sra","data_sources/sra","data_sources",76
"SRP076273","mouse","sra","data_sources/sra","data_sources",12
"SRP075973","mouse","sra","data_sources/sra","data_sources",4
"SRP002073","mouse","sra","data_sources/sra","data_sources",11
"SRP101373","mouse","sra","data_sources/sra","data_sources",24
"SRP077873","mouse","sra","data_sources/sra","data_sources",18
"SRP072073","mouse","sra","data_sources/sra","data_sources",5
"SRP033473","mouse","sra","data_sources/sra","data_sources",12
"ERP002573","mouse","sra","data_sources/sra","data_sources",25
"SRP133673","mouse","sra","data_sources/sra","data_sources",12
"SRP150473","mouse","sra","data_sources/sra","data_sources",28706
"SRP066173","mouse","sra","data_sources/sra","data_sources",8
"SRP179773","mouse","sra","data_sources/sra","data_sources",9
"SRP214573","mouse","sra","data_sources/sra","data_sources",12
"SRP124673","mouse","sra","data_sources/sra","data_sources",50
"SRP148173","mouse","sra","data_sources/sra","data_sources",8
"SRP126573","mouse","sra","data_sources/sra","data_sources",36
"SRP012173","mouse","sra","data_sources/sra","data_sources",6
"SRP199573","mouse","sra","data_sources/sra","data_sources",6
"SRP188673","mouse","sra","data_sources/sra","data_sources",29
"SRP200673","mouse","sra","data_sources/sra","data_sources",11
"SRP011073","mouse","sra","data_sources/sra","data_sources",9
"ERP024373","mouse","sra","data_sources/sra","data_sources",18
"SRP127573","mouse","sra","data_sources/sra","data_sources",8
"SRP045573","mouse","sra","data_sources/sra","data_sources",14
"SRP229573","mouse","sra","data_sources/sra","data_sources",4
"SRP108573","mouse","sra","data_sources/sra","data_sources",18
"SRP149173","mouse","sra","data_sources/sra","data_sources",8
"SRP107373","mouse","sra","data_sources/sra","data_sources",38
"SRP083073","mouse","sra","data_sources/sra","data_sources",126
"SRP035473","mouse","sra","data_sources/sra","data_sources",4
"ERP024273","mouse","sra","data_sources/sra","data_sources",9
"SRP064973","mouse","sra","data_sources/sra","data_sources",4
"SRP160373","mouse","sra","data_sources/sra","data_sources",4
"SRP151773","mouse","sra","data_sources/sra","data_sources",6
"SRP062073","mouse","sra","data_sources/sra","data_sources",45
"SRP023473","mouse","sra","data_sources/sra","data_sources",4
"SRP194273","mouse","sra","data_sources/sra","data_sources",10
"SRP187073","mouse","sra","data_sources/sra","data_sources",24
"SRP132997","mouse","sra","data_sources/sra","data_sources",31
"SRP154397","mouse","sra","data_sources/sra","data_sources",50
"SRP157897","mouse","sra","data_sources/sra","data_sources",7
"SRP100697","mouse","sra","data_sources/sra","data_sources",24
"SRP150197","mouse","sra","data_sources/sra","data_sources",2
"SRP163497","mouse","sra","data_sources/sra","data_sources",15
"SRP132397","mouse","sra","data_sources/sra","data_sources",12
"SRP121197","mouse","sra","data_sources/sra","data_sources",1
"ERP005997","mouse","sra","data_sources/sra","data_sources",6
"SRP048597","mouse","sra","data_sources/sra","data_sources",4
"SRP191797","mouse","sra","data_sources/sra","data_sources",8
"SRP026197","mouse","sra","data_sources/sra","data_sources",249
"SRP229397","mouse","sra","data_sources/sra","data_sources",2
"SRP127397","mouse","sra","data_sources/sra","data_sources",10
"SRP151097","mouse","sra","data_sources/sra","data_sources",13
"SRP179997","mouse","sra","data_sources/sra","data_sources",25
"SRP072497","mouse","sra","data_sources/sra","data_sources",12
"SRP161497","mouse","sra","data_sources/sra","data_sources",10
"SRP189897","mouse","sra","data_sources/sra","data_sources",11
"SRP041997","mouse","sra","data_sources/sra","data_sources",7
"SRP131197","mouse","sra","data_sources/sra","data_sources",18
"SRP072697","mouse","sra","data_sources/sra","data_sources",6
"DRP004897","mouse","sra","data_sources/sra","data_sources",37
"SRP195797","mouse","sra","data_sources/sra","data_sources",30
"SRP184497","mouse","sra","data_sources/sra","data_sources",9
"SRP155097","mouse","sra","data_sources/sra","data_sources",28
"SRP068097","mouse","sra","data_sources/sra","data_sources",3
"ERP111997","mouse","sra","data_sources/sra","data_sources",20
"SRP149497","mouse","sra","data_sources/sra","data_sources",6
"SRP155197","mouse","sra","data_sources/sra","data_sources",7
"ERP116197","mouse","sra","data_sources/sra","data_sources",12
"ERP110297","mouse","sra","data_sources/sra","data_sources",9
"SRP073797","mouse","sra","data_sources/sra","data_sources",4
"SRP131097","mouse","sra","data_sources/sra","data_sources",816
"SRP044097","mouse","sra","data_sources/sra","data_sources",6
"SRP135297","mouse","sra","data_sources/sra","data_sources",35
"SRP093797","mouse","sra","data_sources/sra","data_sources",22
"SRP160997","mouse","sra","data_sources/sra","data_sources",4
"SRP156497","mouse","sra","data_sources/sra","data_sources",16
"SRP057697","mouse","sra","data_sources/sra","data_sources",11
"SRP115197","mouse","sra","data_sources/sra","data_sources",4
"SRP012097","mouse","sra","data_sources/sra","data_sources",12
"SRP042797","mouse","sra","data_sources/sra","data_sources",12
"SRP131497","mouse","sra","data_sources/sra","data_sources",2
"SRP158997","mouse","sra","data_sources/sra","data_sources",10
"SRP015997","mouse","sra","data_sources/sra","data_sources",6
"SRP121797","mouse","sra","data_sources/sra","data_sources",12
"SRP166097","mouse","sra","data_sources/sra","data_sources",381
"ERP116597","mouse","sra","data_sources/sra","data_sources",17
"SRP108497","mouse","sra","data_sources/sra","data_sources",60
"SRP047497","mouse","sra","data_sources/sra","data_sources",24
"SRP125497","mouse","sra","data_sources/sra","data_sources",4
"SRP161897","mouse","sra","data_sources/sra","data_sources",120
"SRP193097","mouse","sra","data_sources/sra","data_sources",6
"SRP067397","mouse","sra","data_sources/sra","data_sources",15
"SRP090397","mouse","sra","data_sources/sra","data_sources",24
"SRP215797","mouse","sra","data_sources/sra","data_sources",6
"SRP174997","mouse","sra","data_sources/sra","data_sources",12
"SRP051497","mouse","sra","data_sources/sra","data_sources",8
"SRP010097","mouse","sra","data_sources/sra","data_sources",2
"SRP071197","mouse","sra","data_sources/sra","data_sources",12
"ERP113497","mouse","sra","data_sources/sra","data_sources",9
"SRP173297","mouse","sra","data_sources/sra","data_sources",95
"SRP115897","mouse","sra","data_sources/sra","data_sources",75
"SRP165897","mouse","sra","data_sources/sra","data_sources",24
"SRP043497","mouse","sra","data_sources/sra","data_sources",4
"SRP082997","mouse","sra","data_sources/sra","data_sources",27
"DRP003797","mouse","sra","data_sources/sra","data_sources",30
"SRP128097","mouse","sra","data_sources/sra","data_sources",12
"SRP076297","mouse","sra","data_sources/sra","data_sources",11
"SRP095997","mouse","sra","data_sources/sra","data_sources",8
"SRP059297","mouse","sra","data_sources/sra","data_sources",4
"SRP217497","mouse","sra","data_sources/sra","data_sources",21
"SRP056597","mouse","sra","data_sources/sra","data_sources",4
"SRP105097","mouse","sra","data_sources/sra","data_sources",24
"SRP185997","mouse","sra","data_sources/sra","data_sources",4
"SRP043597","mouse","sra","data_sources/sra","data_sources",9
"SRP099497","mouse","sra","data_sources/sra","data_sources",10
"SRP080997","mouse","sra","data_sources/sra","data_sources",9
"SRP111197","mouse","sra","data_sources/sra","data_sources",6
"SRP152497","mouse","sra","data_sources/sra","data_sources",36
"SRP012297","mouse","sra","data_sources/sra","data_sources",16
"SRP066097","mouse","sra","data_sources/sra","data_sources",37
"SRP028397","mouse","sra","data_sources/sra","data_sources",1
"SRP094897","mouse","sra","data_sources/sra","data_sources",8
"SRP106197","mouse","sra","data_sources/sra","data_sources",9
"SRP174097","mouse","sra","data_sources/sra","data_sources",38
"SRP069879","mouse","sra","data_sources/sra","data_sources",71
"SRP094779","mouse","sra","data_sources/sra","data_sources",57
"SRP146079","mouse","sra","data_sources/sra","data_sources",12
"SRP048579","mouse","sra","data_sources/sra","data_sources",19
"ERP006379","mouse","sra","data_sources/sra","data_sources",8
"SRP133879","mouse","sra","data_sources/sra","data_sources",12
"SRP044379","mouse","sra","data_sources/sra","data_sources",4
"SRP172679","mouse","sra","data_sources/sra","data_sources",6
"SRP062779","mouse","sra","data_sources/sra","data_sources",3
"SRP187779","mouse","sra","data_sources/sra","data_sources",8
"SRP157979","mouse","sra","data_sources/sra","data_sources",32
"SRP100679","mouse","sra","data_sources/sra","data_sources",6
"SRP159579","mouse","sra","data_sources/sra","data_sources",15
"SRP091479","mouse","sra","data_sources/sra","data_sources",5
"SRP126279","mouse","sra","data_sources/sra","data_sources",18
"SRP014579","mouse","sra","data_sources/sra","data_sources",20
"SRP214079","mouse","sra","data_sources/sra","data_sources",24
"SRP114779","mouse","sra","data_sources/sra","data_sources",56
"SRP226579","mouse","sra","data_sources/sra","data_sources",23
"SRP125379","mouse","sra","data_sources/sra","data_sources",30
"SRP059779","mouse","sra","data_sources/sra","data_sources",4
"SRP108279","mouse","sra","data_sources/sra","data_sources",6
"SRP069979","mouse","sra","data_sources/sra","data_sources",32
"SRP096779","mouse","sra","data_sources/sra","data_sources",6
"SRP121179","mouse","sra","data_sources/sra","data_sources",1
"SRP124979","mouse","sra","data_sources/sra","data_sources",8
"SRP061779","mouse","sra","data_sources/sra","data_sources",5
"SRP118979","mouse","sra","data_sources/sra","data_sources",12
"SRP186479","mouse","sra","data_sources/sra","data_sources",6
"SRP057879","mouse","sra","data_sources/sra","data_sources",6
"SRP189379","mouse","sra","data_sources/sra","data_sources",24
"ERP002279","mouse","sra","data_sources/sra","data_sources",22
"SRP108079","mouse","sra","data_sources/sra","data_sources",40
"SRP126079","mouse","sra","data_sources/sra","data_sources",10
"SRP234579","mouse","sra","data_sources/sra","data_sources",6
"SRP049679","mouse","sra","data_sources/sra","data_sources",8
"SRP007579","mouse","sra","data_sources/sra","data_sources",6
"SRP106779","mouse","sra","data_sources/sra","data_sources",12
"SRP185579","mouse","sra","data_sources/sra","data_sources",2
"SRP100479","mouse","sra","data_sources/sra","data_sources",24
"SRP217979","mouse","sra","data_sources/sra","data_sources",6
"SRP119979","mouse","sra","data_sources/sra","data_sources",44
"SRP170579","mouse","sra","data_sources/sra","data_sources",5
"SRP136879","mouse","sra","data_sources/sra","data_sources",28
"SRP073679","mouse","sra","data_sources/sra","data_sources",12
"SRP082579","mouse","sra","data_sources/sra","data_sources",10
"ERP109479","mouse","sra","data_sources/sra","data_sources",90
"SRP045179","mouse","sra","data_sources/sra","data_sources",8
"SRP040979","mouse","sra","data_sources/sra","data_sources",4
"SRP144379","mouse","sra","data_sources/sra","data_sources",6
"SRP155079","mouse","sra","data_sources/sra","data_sources",4
"SRP047079","mouse","sra","data_sources/sra","data_sources",8
"SRP188879","mouse","sra","data_sources/sra","data_sources",204
"SRP158679","mouse","sra","data_sources/sra","data_sources",14
"SRP101579","mouse","sra","data_sources/sra","data_sources",45
"SRP063579","mouse","sra","data_sources/sra","data_sources",9
"SRP033279","mouse","sra","data_sources/sra","data_sources",21
"SRP121279","mouse","sra","data_sources/sra","data_sources",6
"SRP061079","mouse","sra","data_sources/sra","data_sources",8
"SRP031779","mouse","sra","data_sources/sra","data_sources",2
"SRP045579","mouse","sra","data_sources/sra","data_sources",1
"SRP082179","mouse","sra","data_sources/sra","data_sources",6
"SRP160879","mouse","sra","data_sources/sra","data_sources",16
"SRP156579","mouse","sra","data_sources/sra","data_sources",10
"SRP223079","mouse","sra","data_sources/sra","data_sources",33
"SRP172079","mouse","sra","data_sources/sra","data_sources",6
"SRP201679","mouse","sra","data_sources/sra","data_sources",30
"ERP111779","mouse","sra","data_sources/sra","data_sources",40
"SRP102079","mouse","sra","data_sources/sra","data_sources",18
"SRP107879","mouse","sra","data_sources/sra","data_sources",4
"SRP131479","mouse","sra","data_sources/sra","data_sources",18
"SRP097179","mouse","sra","data_sources/sra","data_sources",6
"SRP201779","mouse","sra","data_sources/sra","data_sources",200
"SRP111379","mouse","sra","data_sources/sra","data_sources",8
"SRP133579","mouse","sra","data_sources/sra","data_sources",6
"ERP109179","mouse","sra","data_sources/sra","data_sources",1
"SRP214679","mouse","sra","data_sources/sra","data_sources",12
"SRP110979","mouse","sra","data_sources/sra","data_sources",8
"SRP028179","mouse","sra","data_sources/sra","data_sources",6
"SRP108479","mouse","sra","data_sources/sra","data_sources",12
"SRP033779","mouse","sra","data_sources/sra","data_sources",6
"SRP151779","mouse","sra","data_sources/sra","data_sources",89
"SRP132579","mouse","sra","data_sources/sra","data_sources",2
"SRP041679","mouse","sra","data_sources/sra","data_sources",96
"SRP160379","mouse","sra","data_sources/sra","data_sources",9
"SRP064979","mouse","sra","data_sources/sra","data_sources",617
"SRP058979","mouse","sra","data_sources/sra","data_sources",12
"SRP101279","mouse","sra","data_sources/sra","data_sources",8
"SRP083279","mouse","sra","data_sources/sra","data_sources",4
"SRP169579","mouse","sra","data_sources/sra","data_sources",4
"ERP021879","mouse","sra","data_sources/sra","data_sources",9
"SRP126679","mouse","sra","data_sources/sra","data_sources",12
"SRP082279","mouse","sra","data_sources/sra","data_sources",3
"SRP148279","mouse","sra","data_sources/sra","data_sources",6
"SRP114979","mouse","sra","data_sources/sra","data_sources",7
"ERP021279","mouse","sra","data_sources/sra","data_sources",18
"SRP161179","mouse","sra","data_sources/sra","data_sources",11
"SRP166979","mouse","sra","data_sources/sra","data_sources",4
"ERP021379","mouse","sra","data_sources/sra","data_sources",13
"SRP058279","mouse","sra","data_sources/sra","data_sources",10
"SRP165279","mouse","sra","data_sources/sra","data_sources",12
"SRP082379","mouse","sra","data_sources/sra","data_sources",26
"SRP027579","mouse","sra","data_sources/sra","data_sources",36
"SRP104179","mouse","sra","data_sources/sra","data_sources",45
"SRP115279","mouse","sra","data_sources/sra","data_sources",6
"SRP185879","mouse","sra","data_sources/sra","data_sources",4
"SRP081279","mouse","sra","data_sources/sra","data_sources",4
"SRP100979","mouse","sra","data_sources/sra","data_sources",24
"SRP187979","mouse","sra","data_sources/sra","data_sources",18
"SRP099579","mouse","sra","data_sources/sra","data_sources",7
"SRP072241","mouse","sra","data_sources/sra","data_sources",6
"SRP076041","mouse","sra","data_sources/sra","data_sources",24
"ERP024341","mouse","sra","data_sources/sra","data_sources",384
"SRP148141","mouse","sra","data_sources/sra","data_sources",10
"SRP082141","mouse","sra","data_sources/sra","data_sources",24
"SRP012041","mouse","sra","data_sources/sra","data_sources",4
"SRP021541","mouse","sra","data_sources/sra","data_sources",6
"SRP199441","mouse","sra","data_sources/sra","data_sources",78
"SRP097141","mouse","sra","data_sources/sra","data_sources",4
"SRP190041","mouse","sra","data_sources/sra","data_sources",6
"SRP168741","mouse","sra","data_sources/sra","data_sources",12
"SRP191041","mouse","sra","data_sources/sra","data_sources",12
"SRP081141","mouse","sra","data_sources/sra","data_sources",8
"SRP066841","mouse","sra","data_sources/sra","data_sources",10
"SRP096341","mouse","sra","data_sources/sra","data_sources",6
"DRP003641","mouse","sra","data_sources/sra","data_sources",286
