"project","organism","file_source","project_home","project_type","n_samples"
"DRP000465","mouse","sra","data_sources/sra","data_sources",2
"SRP098765","mouse","sra","data_sources/sra","data_sources",12
"SRP154465","mouse","sra","data_sources/sra","data_sources",16
"SRP126565","mouse","sra","data_sources/sra","data_sources",15
"SRP093265","mouse","sra","data_sources/sra","data_sources",4
"ERP004465","mouse","sra","data_sources/sra","data_sources",12
"SRP068465","mouse","sra","data_sources/sra","data_sources",12
"SRP127565","mouse","sra","data_sources/sra","data_sources",12
"SRP049965","mouse","sra","data_sources/sra","data_sources",47
"SRP171165","mouse","sra","data_sources/sra","data_sources",22
"SRP173065","mouse","sra","data_sources/sra","data_sources",12
"SRP041765","mouse","sra","data_sources/sra","data_sources",8
"SRP135812","mouse","sra","data_sources/sra","data_sources",9
"SRP055912","mouse","sra","data_sources/sra","data_sources",4
"SRP063412","mouse","sra","data_sources/sra","data_sources",6
"SRP074412","mouse","sra","data_sources/sra","data_sources",7
"SRP044012","mouse","sra","data_sources/sra","data_sources",40
"SRP115512","mouse","sra","data_sources/sra","data_sources",2
"SRP066612","mouse","sra","data_sources/sra","data_sources",4
"SRP007512","mouse","sra","data_sources/sra","data_sources",2
"SRP223512","mouse","sra","data_sources/sra","data_sources",28
"SRP212112","mouse","sra","data_sources/sra","data_sources",9
"SRP120212","mouse","sra","data_sources/sra","data_sources",18
"SRP133012","mouse","sra","data_sources/sra","data_sources",8
"SRP100512","mouse","sra","data_sources/sra","data_sources",15
"SRP082512","mouse","sra","data_sources/sra","data_sources",6
"SRP007412","mouse","sra","data_sources/sra","data_sources",20
"SRP225712","mouse","sra","data_sources/sra","data_sources",6
"SRP115412","mouse","sra","data_sources/sra","data_sources",6
"SRP068012","mouse","sra","data_sources/sra","data_sources",177
"SRP191512","mouse","sra","data_sources/sra","data_sources",6
"SRP056312","mouse","sra","data_sources/sra","data_sources",4
"SRP157112","mouse","sra","data_sources/sra","data_sources",28
"SRP217212","mouse","sra","data_sources/sra","data_sources",6
"SRP063512","mouse","sra","data_sources/sra","data_sources",2
"SRP099312","mouse","sra","data_sources/sra","data_sources",10
"SRP197612","mouse","sra","data_sources/sra","data_sources",216
"SRP186712","mouse","sra","data_sources/sra","data_sources",5
"SRP069812","mouse","sra","data_sources/sra","data_sources",30
"SRP035312","mouse","sra","data_sources/sra","data_sources",12
"SRP092412","mouse","sra","data_sources/sra","data_sources",60
"SRP051812","mouse","sra","data_sources/sra","data_sources",20
"SRP183512","mouse","sra","data_sources/sra","data_sources",18
"SRP075712","mouse","sra","data_sources/sra","data_sources",11
"SRP023312","mouse","sra","data_sources/sra","data_sources",8
"SRP003412","mouse","sra","data_sources/sra","data_sources",8
"SRP113512","mouse","sra","data_sources/sra","data_sources",11
"SRP102612","mouse","sra","data_sources/sra","data_sources",28
"SRP199312","mouse","sra","data_sources/sra","data_sources",4
"SRP125912","mouse","sra","data_sources/sra","data_sources",4
"SRP170612","mouse","sra","data_sources/sra","data_sources",4
"SRP157812","mouse","sra","data_sources/sra","data_sources",2
"SRP201112","mouse","sra","data_sources/sra","data_sources",10
"SRP174412","mouse","sra","data_sources/sra","data_sources",20
"ERP117312","mouse","sra","data_sources/sra","data_sources",70
"SRP114712","mouse","sra","data_sources/sra","data_sources",8
"SRP158512","mouse","sra","data_sources/sra","data_sources",130
"SRP131812","mouse","sra","data_sources/sra","data_sources",21
"SRP132312","mouse","sra","data_sources/sra","data_sources",16
"ERP013312","mouse","sra","data_sources/sra","data_sources",12
"SRP061712","mouse","sra","data_sources/sra","data_sources",4
"SRP043512","mouse","sra","data_sources/sra","data_sources",14
"SRP061312","mouse","sra","data_sources/sra","data_sources",4
"SRP022612","mouse","sra","data_sources/sra","data_sources",15
"SRP158112","mouse","sra","data_sources/sra","data_sources",16
"SRP157612","mouse","sra","data_sources/sra","data_sources",16
"SRP035612","mouse","sra","data_sources/sra","data_sources",14
"SRP095812","mouse","sra","data_sources/sra","data_sources",6
"SRP145412","mouse","sra","data_sources/sra","data_sources",17
"ERP104512","mouse","sra","data_sources/sra","data_sources",2312
"SRP075212","mouse","sra","data_sources/sra","data_sources",32
"SRP225012","mouse","sra","data_sources/sra","data_sources",9
"SRP062212","mouse","sra","data_sources/sra","data_sources",4
"SRP029912","mouse","sra","data_sources/sra","data_sources",31
"SRP139812","mouse","sra","data_sources/sra","data_sources",6
"SRP032512","mouse","sra","data_sources/sra","data_sources",2
"SRP089712","mouse","sra","data_sources/sra","data_sources",90
"SRP131712","mouse","sra","data_sources/sra","data_sources",12
"SRP116912","mouse","sra","data_sources/sra","data_sources",3
"SRP150412","mouse","sra","data_sources/sra","data_sources",6
"SRP004912","mouse","sra","data_sources/sra","data_sources",3
"SRP076212","mouse","sra","data_sources/sra","data_sources",3774
"SRP238412","mouse","sra","data_sources/sra","data_sources",3
"SRP006212","mouse","sra","data_sources/sra","data_sources",2
"SRP123512","mouse","sra","data_sources/sra","data_sources",12
"SRP080812","mouse","sra","data_sources/sra","data_sources",8
"SRP056712","mouse","sra","data_sources/sra","data_sources",2
"SRP116112","mouse","sra","data_sources/sra","data_sources",8
"SRP119612","mouse","sra","data_sources/sra","data_sources",15
"SRP068412","mouse","sra","data_sources/sra","data_sources",6
"SRP232912","mouse","sra","data_sources/sra","data_sources",89
"SRP104312","mouse","sra","data_sources/sra","data_sources",19
"SRP015812","mouse","sra","data_sources/sra","data_sources",2
"SRP071312","mouse","sra","data_sources/sra","data_sources",6
"SRP223112","mouse","sra","data_sources/sra","data_sources",6
"SRP133512","mouse","sra","data_sources/sra","data_sources",8
"ERP014612","mouse","sra","data_sources/sra","data_sources",15
"SRP124512","mouse","sra","data_sources/sra","data_sources",29
"SRP106312","mouse","sra","data_sources/sra","data_sources",30
"SRP064312","mouse","sra","data_sources/sra","data_sources",4
"SRP137712","mouse","sra","data_sources/sra","data_sources",9
"SRP080112","mouse","sra","data_sources/sra","data_sources",6
"SRP226312","mouse","sra","data_sources/sra","data_sources",8
"SRP105212","mouse","sra","data_sources/sra","data_sources",4
"SRP125512","mouse","sra","data_sources/sra","data_sources",29
"SRP151712","mouse","sra","data_sources/sra","data_sources",12
"SRP132512","mouse","sra","data_sources/sra","data_sources",12
"SRP225812","mouse","sra","data_sources/sra","data_sources",8
"SRP093912","mouse","sra","data_sources/sra","data_sources",41
"DRP003412","mouse","sra","data_sources/sra","data_sources",3
"SRP172733","mouse","sra","data_sources/sra","data_sources",99
"SRP185733","mouse","sra","data_sources/sra","data_sources",44
"SRP068933","mouse","sra","data_sources/sra","data_sources",2
"ERP114833","mouse","sra","data_sources/sra","data_sources",24
"SRP181533","mouse","sra","data_sources/sra","data_sources",4
"SRP164733","mouse","sra","data_sources/sra","data_sources",9
"SRP127233","mouse","sra","data_sources/sra","data_sources",15
"SRP121133","mouse","sra","data_sources/sra","data_sources",1
"SRP070433","mouse","sra","data_sources/sra","data_sources",13
"SRP154933","mouse","sra","data_sources/sra","data_sources",6
"SRP126833","mouse","sra","data_sources/sra","data_sources",529
"SRP124833","mouse","sra","data_sources/sra","data_sources",22
"SRP133833","mouse","sra","data_sources/sra","data_sources",4
"SRP127333","mouse","sra","data_sources/sra","data_sources",8
"SRP119033","mouse","sra","data_sources/sra","data_sources",12
"SRP089833","mouse","sra","data_sources/sra","data_sources",12
"SRP159433","mouse","sra","data_sources/sra","data_sources",7
"SRP064433","mouse","sra","data_sources/sra","data_sources",9
"SRP130933","mouse","sra","data_sources/sra","data_sources",3
"SRP022933","mouse","sra","data_sources/sra","data_sources",12
"SRP131333","mouse","sra","data_sources/sra","data_sources",14
"SRP095733","mouse","sra","data_sources/sra","data_sources",16
"SRP073433","mouse","sra","data_sources/sra","data_sources",2
"SRP185633","mouse","sra","data_sources/sra","data_sources",24
"SRP201033","mouse","sra","data_sources/sra","data_sources",12
"SRP056933","mouse","sra","data_sources/sra","data_sources",26
"SRP102433","mouse","sra","data_sources/sra","data_sources",192
"SRP176633","mouse","sra","data_sources/sra","data_sources",47
"SRP109133","mouse","sra","data_sources/sra","data_sources",9
"SRP059433","mouse","sra","data_sources/sra","data_sources",25
"SRP047033","mouse","sra","data_sources/sra","data_sources",8
"SRP149533","mouse","sra","data_sources/sra","data_sources",35
"SRP166533","mouse","sra","data_sources/sra","data_sources",3
"SRP029433","mouse","sra","data_sources/sra","data_sources",12
"SRP033333","mouse","sra","data_sources/sra","data_sources",6
"ERP011033","mouse","sra","data_sources/sra","data_sources",8
"SRP119333","mouse","sra","data_sources/sra","data_sources",36
"SRP093733","mouse","sra","data_sources/sra","data_sources",24
"SRP058533","mouse","sra","data_sources/sra","data_sources",8
"SRP200933","mouse","sra","data_sources/sra","data_sources",17
"SRP131033","mouse","sra","data_sources/sra","data_sources",9
"SRP056833","mouse","sra","data_sources/sra","data_sources",4
"SRP042333","mouse","sra","data_sources/sra","data_sources",16
"SRP073733","mouse","sra","data_sources/sra","data_sources",2
"SRP062433","mouse","sra","data_sources/sra","data_sources",10
"SRP111333","mouse","sra","data_sources/sra","data_sources",4
"SRP095033","mouse","sra","data_sources/sra","data_sources",1955
"SRP053433","mouse","sra","data_sources/sra","data_sources",12
"SRP158333","mouse","sra","data_sources/sra","data_sources",6
"ERP004533","mouse","sra","data_sources/sra","data_sources",120
"DRP003433","mouse","sra","data_sources/sra","data_sources",2
"SRP200633","mouse","sra","data_sources/sra","data_sources",6
"SRP091933","mouse","sra","data_sources/sra","data_sources",9
"SRP121633","mouse","sra","data_sources/sra","data_sources",9
"SRP017333","mouse","sra","data_sources/sra","data_sources",4
"SRP087933","mouse","sra","data_sources/sra","data_sources",16
"SRP093233","mouse","sra","data_sources/sra","data_sources",6
"SRP102033","mouse","sra","data_sources/sra","data_sources",36
"SRP199533","mouse","sra","data_sources/sra","data_sources",2
"SRP071333","mouse","sra","data_sources/sra","data_sources",24
"SRP040733","mouse","sra","data_sources/sra","data_sources",9
"SRP090933","mouse","sra","data_sources/sra","data_sources",6
"SRP122533","mouse","sra","data_sources/sra","data_sources",14
"SRP133633","mouse","sra","data_sources/sra","data_sources",16
"SRP060233","mouse","sra","data_sources/sra","data_sources",6
"SRP171933","mouse","sra","data_sources/sra","data_sources",54
"SRP056533","mouse","sra","data_sources/sra","data_sources",9
"ERP004633","mouse","sra","data_sources/sra","data_sources",3
"SRP178733","mouse","sra","data_sources/sra","data_sources",1
"SRP067133","mouse","sra","data_sources/sra","data_sources",8
"SRP013333","mouse","sra","data_sources/sra","data_sources",6
"SRP220333","mouse","sra","data_sources/sra","data_sources",41
"SRP142633","mouse","sra","data_sources/sra","data_sources",18
"SRP115833","mouse","sra","data_sources/sra","data_sources",8
"SRP132633","mouse","sra","data_sources/sra","data_sources",8
"SRP167833","mouse","sra","data_sources/sra","data_sources",2
"SRP165933","mouse","sra","data_sources/sra","data_sources",84
"SRP075833","mouse","sra","data_sources/sra","data_sources",19
"DRP005533","mouse","sra","data_sources/sra","data_sources",24
"SRP081333","mouse","sra","data_sources/sra","data_sources",9
"ERP015433","mouse","sra","data_sources/sra","data_sources",12
"SRP074233","mouse","sra","data_sources/sra","data_sources",8
"SRP109633","mouse","sra","data_sources/sra","data_sources",10
"SRP103933","mouse","sra","data_sources/sra","data_sources",6
"SRP227133","mouse","sra","data_sources/sra","data_sources",12
"SRP173933","mouse","sra","data_sources/sra","data_sources",35
"SRP063833","mouse","sra","data_sources/sra","data_sources",7
"SRP149833","mouse","sra","data_sources/sra","data_sources",16
"SRP032533","mouse","sra","data_sources/sra","data_sources",6
"SRP029933","mouse","sra","data_sources/sra","data_sources",52
"SRP051733","mouse","sra","data_sources/sra","data_sources",6
"SRP063044","mouse","sra","data_sources/sra","data_sources",8
"SRP091844","mouse","sra","data_sources/sra","data_sources",4
"ERP015644","mouse","sra","data_sources/sra","data_sources",566
"SRP074044","mouse","sra","data_sources/sra","data_sources",10
"SRP066244","mouse","sra","data_sources/sra","data_sources",81
"SRP201744","mouse","sra","data_sources/sra","data_sources",28
"SRP111344","mouse","sra","data_sources/sra","data_sources",12
"SRP212544","mouse","sra","data_sources/sra","data_sources",18
"SRP071344","mouse","sra","data_sources/sra","data_sources",6
"SRP120644","mouse","sra","data_sources/sra","data_sources",13
"SRP143444","mouse","sra","data_sources/sra","data_sources",24
"SRP070944","mouse","sra","data_sources/sra","data_sources",29
"SRP072844","mouse","sra","data_sources/sra","data_sources",8
"SRP190144","mouse","sra","data_sources/sra","data_sources",51
"SRP105344","mouse","sra","data_sources/sra","data_sources",16
"SRP041744","mouse","sra","data_sources/sra","data_sources",2
"SRP162344","mouse","sra","data_sources/sra","data_sources",8
"SRP064844","mouse","sra","data_sources/sra","data_sources",21
"SRP049944","mouse","sra","data_sources/sra","data_sources",257
"SRP020644","mouse","sra","data_sources/sra","data_sources",2
"SRP202544","mouse","sra","data_sources/sra","data_sources",12
"SRP110044","mouse","sra","data_sources/sra","data_sources",4
"SRP063344","mouse","sra","data_sources/sra","data_sources",6
"SRP158044","mouse","sra","data_sources/sra","data_sources",4
"SRP149344","mouse","sra","data_sources/sra","data_sources",15
"SRP172844","mouse","sra","data_sources/sra","data_sources",7
"SRP068644","mouse","sra","data_sources/sra","data_sources",11
"SRP038144","mouse","sra","data_sources/sra","data_sources",10
"SRP101944","mouse","sra","data_sources/sra","data_sources",15
"SRP103844","mouse","sra","data_sources/sra","data_sources",18
"SRP163144","mouse","sra","data_sources/sra","data_sources",24
"SRP076844","mouse","sra","data_sources/sra","data_sources",6
"SRP149944","mouse","sra","data_sources/sra","data_sources",18
"SRP149844","mouse","sra","data_sources/sra","data_sources",16
"SRP193944","mouse","sra","data_sources/sra","data_sources",155
"SRP170244","mouse","sra","data_sources/sra","data_sources",15
"SRP133744","mouse","sra","data_sources/sra","data_sources",2
"SRP201544","mouse","sra","data_sources/sra","data_sources",21
"SRP096944","mouse","sra","data_sources/sra","data_sources",4
"SRP034644","mouse","sra","data_sources/sra","data_sources",12
"SRP173944","mouse","sra","data_sources/sra","data_sources",60
"SRP167244","mouse","sra","data_sources/sra","data_sources",6
"SRP095844","mouse","sra","data_sources/sra","data_sources",8
"SRP062844","mouse","sra","data_sources/sra","data_sources",46
"SRP068744","mouse","sra","data_sources/sra","data_sources",8
"SRP218244","mouse","sra","data_sources/sra","data_sources",36
"SRP158144","mouse","sra","data_sources/sra","data_sources",13
"SRP173344","mouse","sra","data_sources/sra","data_sources",376
"SRP130644","mouse","sra","data_sources/sra","data_sources",39
"SRP043544","mouse","sra","data_sources/sra","data_sources",9
"SRP192944","mouse","sra","data_sources/sra","data_sources",4
"SRP121144","mouse","sra","data_sources/sra","data_sources",1
"SRP173744","mouse","sra","data_sources/sra","data_sources",120
"SRP162444","mouse","sra","data_sources/sra","data_sources",56
"SRP199844","mouse","sra","data_sources/sra","data_sources",16
"SRP133944","mouse","sra","data_sources/sra","data_sources",96
"DRP005144","mouse","sra","data_sources/sra","data_sources",40
"SRP039444","mouse","sra","data_sources/sra","data_sources",4
"SRP132944","mouse","sra","data_sources/sra","data_sources",6
"SRP091444","mouse","sra","data_sources/sra","data_sources",60
"SRP137144","mouse","sra","data_sources/sra","data_sources",22
"SRP068944","mouse","sra","data_sources/sra","data_sources",16
"ERP004944","mouse","sra","data_sources/sra","data_sources",12
"SRP060644","mouse","sra","data_sources/sra","data_sources",8
"SRP097644","mouse","sra","data_sources/sra","data_sources",12
"SRP163544","mouse","sra","data_sources/sra","data_sources",1
"SRP133244","mouse","sra","data_sources/sra","data_sources",12
"SRP156344","mouse","sra","data_sources/sra","data_sources",12
"SRP225544","mouse","sra","data_sources/sra","data_sources",19
"SRP130944","mouse","sra","data_sources/sra","data_sources",12
"SRP145144","mouse","sra","data_sources/sra","data_sources",14
"SRP176444","mouse","sra","data_sources/sra","data_sources",2
"SRP132844","mouse","sra","data_sources/sra","data_sources",22
"SRP044344","mouse","sra","data_sources/sra","data_sources",4
"ERP114344","mouse","sra","data_sources/sra","data_sources",6
"SRP061644","mouse","sra","data_sources/sra","data_sources",17
"ERP104844","mouse","sra","data_sources/sra","data_sources",12
"SRP189244","mouse","sra","data_sources/sra","data_sources",6
"SRP123344","mouse","sra","data_sources/sra","data_sources",9
"SRP132044","mouse","sra","data_sources/sra","data_sources",9
"SRP078944","mouse","sra","data_sources/sra","data_sources",3
"SRP092644","mouse","sra","data_sources/sra","data_sources",12
"SRP067744","mouse","sra","data_sources/sra","data_sources",29
"SRP136244","mouse","sra","data_sources/sra","data_sources",8
"SRP081444","mouse","sra","data_sources/sra","data_sources",14
"SRP128644","mouse","sra","data_sources/sra","data_sources",2
"SRP139544","mouse","sra","data_sources/sra","data_sources",12
"SRP155044","mouse","sra","data_sources/sra","data_sources",10
"SRP106644","mouse","sra","data_sources/sra","data_sources",1507
"SRP042244","mouse","sra","data_sources/sra","data_sources",4
"SRP131044","mouse","sra","data_sources/sra","data_sources",18
"SRP113644","mouse","sra","data_sources/sra","data_sources",20
"SRP185544","mouse","sra","data_sources/sra","data_sources",4
"ERP021444","mouse","sra","data_sources/sra","data_sources",15
"SRP172544","mouse","sra","data_sources/sra","data_sources",6
"SRP058544","mouse","sra","data_sources/sra","data_sources",2
"SRP057244","mouse","sra","data_sources/sra","data_sources",26
"SRP154144","mouse","sra","data_sources/sra","data_sources",192
"SRP091644","mouse","sra","data_sources/sra","data_sources",42
"SRP179044","mouse","sra","data_sources/sra","data_sources",16
"SRP191444","mouse","sra","data_sources/sra","data_sources",15
"SRP067644","mouse","sra","data_sources/sra","data_sources",4
"SRP229044","mouse","sra","data_sources/sra","data_sources",11
"SRP152844","mouse","sra","data_sources/sra","data_sources",11
"SRP158744","mouse","sra","data_sources/sra","data_sources",6
"SRP101444","mouse","sra","data_sources/sra","data_sources",8
"SRP041244","mouse","sra","data_sources/sra","data_sources",6
"SRP118944","mouse","sra","data_sources/sra","data_sources",2
"SRP220444","mouse","sra","data_sources/sra","data_sources",9
"SRP061544","mouse","sra","data_sources/sra","data_sources",6
"SRP070644","mouse","sra","data_sources/sra","data_sources",4
"DRP003044","mouse","sra","data_sources/sra","data_sources",5
"ERP110244","mouse","sra","data_sources/sra","data_sources",30
"SRP185339","mouse","sra","data_sources/sra","data_sources",12
"SRP029939","mouse","sra","data_sources/sra","data_sources",20
"SRP095239","mouse","sra","data_sources/sra","data_sources",62
"SRP071039","mouse","sra","data_sources/sra","data_sources",17
"SRP216539","mouse","sra","data_sources/sra","data_sources",9
"SRP174039","mouse","sra","data_sources/sra","data_sources",8
"ERP115639","mouse","sra","data_sources/sra","data_sources",24
"SRP103939","mouse","sra","data_sources/sra","data_sources",6
"SRP125739","mouse","sra","data_sources/sra","data_sources",24
"SRP218239","mouse","sra","data_sources/sra","data_sources",58
"SRP185939","mouse","sra","data_sources/sra","data_sources",23
"SRP076339","mouse","sra","data_sources/sra","data_sources",9
"SRP061339","mouse","sra","data_sources/sra","data_sources",6
"SRP080939","mouse","sra","data_sources/sra","data_sources",4
"SRP101339","mouse","sra","data_sources/sra","data_sources",2
"SRP136439","mouse","sra","data_sources/sra","data_sources",24
"SRP127739","mouse","sra","data_sources/sra","data_sources",25
"SRP056539","mouse","sra","data_sources/sra","data_sources",24
"SRP116339","mouse","sra","data_sources/sra","data_sources",6
"SRP170939","mouse","sra","data_sources/sra","data_sources",168
"ERP115739","mouse","sra","data_sources/sra","data_sources",15
"SRP135539","mouse","sra","data_sources/sra","data_sources",60
"SRP124639","mouse","sra","data_sources/sra","data_sources",18
"SRP049139","mouse","sra","data_sources/sra","data_sources",12
"SRP126739","mouse","sra","data_sources/sra","data_sources",22
"SRP193839","mouse","sra","data_sources/sra","data_sources",14
"SRP073239","mouse","sra","data_sources/sra","data_sources",8
"SRP228539","mouse","sra","data_sources/sra","data_sources",48
"SRP192039","mouse","sra","data_sources/sra","data_sources",12
"SRP093239","mouse","sra","data_sources/sra","data_sources",6
"SRP047439","mouse","sra","data_sources/sra","data_sources",5
"SRP127539","mouse","sra","data_sources/sra","data_sources",12
"SRP067339","mouse","sra","data_sources/sra","data_sources",82
"DRP003539","mouse","sra","data_sources/sra","data_sources",8
"SRP064839","mouse","sra","data_sources/sra","data_sources",2
"SRP066839","mouse","sra","data_sources/sra","data_sources",2
"SRP181939","mouse","sra","data_sources/sra","data_sources",15
"SRP139039","mouse","sra","data_sources/sra","data_sources",30
"SRP037539","mouse","sra","data_sources/sra","data_sources",12
"SRP191039","mouse","sra","data_sources/sra","data_sources",24
"SRP057639","mouse","sra","data_sources/sra","data_sources",6
"SRP219039","mouse","sra","data_sources/sra","data_sources",12
"SRP115139","mouse","sra","data_sources/sra","data_sources",24
"SRP066239","mouse","sra","data_sources/sra","data_sources",2
"SRP071239","mouse","sra","data_sources/sra","data_sources",15
"SRP062039","mouse","sra","data_sources/sra","data_sources",16
"SRP100439","mouse","sra","data_sources/sra","data_sources",8
"SRP131039","mouse","sra","data_sources/sra","data_sources",5
"SRP115539","mouse","sra","data_sources/sra","data_sources",4
"SRP128739","mouse","sra","data_sources/sra","data_sources",8
"SRP237439","mouse","sra","data_sources/sra","data_sources",12
"SRP191439","mouse","sra","data_sources/sra","data_sources",12
"SRP118939","mouse","sra","data_sources/sra","data_sources",11
"SRP013439","mouse","sra","data_sources/sra","data_sources",9
"SRP101439","mouse","sra","data_sources/sra","data_sources",28
"ERP016939","mouse","sra","data_sources/sra","data_sources",19
"SRP135939","mouse","sra","data_sources/sra","data_sources",4
"SRP226639","mouse","sra","data_sources/sra","data_sources",2
"ERP114139","mouse","sra","data_sources/sra","data_sources",12
"SRP176639","mouse","sra","data_sources/sra","data_sources",15
"SRP145339","mouse","sra","data_sources/sra","data_sources",6
"SRP104739","mouse","sra","data_sources/sra","data_sources",9
"SRP119839","mouse","sra","data_sources/sra","data_sources",24
"SRP134939","mouse","sra","data_sources/sra","data_sources",10
"SRP113739","mouse","sra","data_sources/sra","data_sources",24
"SRP141139","mouse","sra","data_sources/sra","data_sources",6
"SRP051039","mouse","sra","data_sources/sra","data_sources",4
"SRP120039","mouse","sra","data_sources/sra","data_sources",6
"SRP131339","mouse","sra","data_sources/sra","data_sources",4
"SRP060639","mouse","sra","data_sources/sra","data_sources",4
"SRP091539","mouse","sra","data_sources/sra","data_sources",6
"ERP013839","mouse","sra","data_sources/sra","data_sources",26
"SRP117739","mouse","sra","data_sources/sra","data_sources",56
"SRP216039","mouse","sra","data_sources/sra","data_sources",31
"SRP212839","mouse","sra","data_sources/sra","data_sources",6
"SRP048539","mouse","sra","data_sources/sra","data_sources",7
"SRP127339","mouse","sra","data_sources/sra","data_sources",6
"SRP112539","mouse","sra","data_sources/sra","data_sources",6
"SRP160439","mouse","sra","data_sources/sra","data_sources",8
"SRP013739","mouse","sra","data_sources/sra","data_sources",3
"SRP156939","mouse","sra","data_sources/sra","data_sources",6
"SRP154939","mouse","sra","data_sources/sra","data_sources",25
"SRP109839","mouse","sra","data_sources/sra","data_sources",16
"SRP121139","mouse","sra","data_sources/sra","data_sources",1
"SRP026039","mouse","sra","data_sources/sra","data_sources",8
"SRP158539","mouse","sra","data_sources/sra","data_sources",12
"SRP109239","mouse","sra","data_sources/sra","data_sources",2
"SRP145039","mouse","sra","data_sources/sra","data_sources",4
"SRP091439","mouse","sra","data_sources/sra","data_sources",8
"SRP055139","mouse","sra","data_sources/sra","data_sources",4
"SRP039439","mouse","sra","data_sources/sra","data_sources",2
"SRP201139","mouse","sra","data_sources/sra","data_sources",376
"SRP062639","mouse","sra","data_sources/sra","data_sources",16
"SRP045839","mouse","sra","data_sources/sra","data_sources",2
"SRP100676","mouse","sra","data_sources/sra","data_sources",12
"SRP113476","mouse","sra","data_sources/sra","data_sources",6
"SRP131276","mouse","sra","data_sources/sra","data_sources",6
"SRP145076","mouse","sra","data_sources/sra","data_sources",22
"SRP211876","mouse","sra","data_sources/sra","data_sources",16
"SRP143976","mouse","sra","data_sources/sra","data_sources",9
"ERP105176","mouse","sra","data_sources/sra","data_sources",9
"SRP090476","mouse","sra","data_sources/sra","data_sources",20
"SRP121176","mouse","sra","data_sources/sra","data_sources",1
"SRP124976","mouse","sra","data_sources/sra","data_sources",4
"SRP195476","mouse","sra","data_sources/sra","data_sources",3
"SRP173776","mouse","sra","data_sources/sra","data_sources",6
"SRP110576","mouse","sra","data_sources/sra","data_sources",8
"SRP126976","mouse","sra","data_sources/sra","data_sources",4
"SRP151076","mouse","sra","data_sources/sra","data_sources",10
"ERP002176","mouse","sra","data_sources/sra","data_sources",12
"SRP043076","mouse","sra","data_sources/sra","data_sources",12
"SRP114676","mouse","sra","data_sources/sra","data_sources",7
"ERP012876","mouse","sra","data_sources/sra","data_sources",75
"SRP164676","mouse","sra","data_sources/sra","data_sources",954
"SRP059676","mouse","sra","data_sources/sra","data_sources",8
"SRP052976","mouse","sra","data_sources/sra","data_sources",4
"ERP014176","mouse","sra","data_sources/sra","data_sources",20
"SRP176476","mouse","sra","data_sources/sra","data_sources",56
"SRP188076","mouse","sra","data_sources/sra","data_sources",30
"SRP108976","mouse","sra","data_sources/sra","data_sources",6
"SRP051076","mouse","sra","data_sources/sra","data_sources",6
"SRP119876","mouse","sra","data_sources/sra","data_sources",4
"SRP170576","mouse","sra","data_sources/sra","data_sources",4
"SRP134976","mouse","sra","data_sources/sra","data_sources",12
"SRP066776","mouse","sra","data_sources/sra","data_sources",8
"SRP082576","mouse","sra","data_sources/sra","data_sources",54
"SRP119276","mouse","sra","data_sources/sra","data_sources",5
"SRP193476","mouse","sra","data_sources/sra","data_sources",7
"SRP149576","mouse","sra","data_sources/sra","data_sources",43
"SRP074576","mouse","sra","data_sources/sra","data_sources",10
"SRP201876","mouse","sra","data_sources/sra","data_sources",15
"SRP186576","mouse","sra","data_sources/sra","data_sources",10
"SRP101576","mouse","sra","data_sources/sra","data_sources",11
"SRP050076","mouse","sra","data_sources/sra","data_sources",33
"SRP055876","mouse","sra","data_sources/sra","data_sources",6
"SRP041376","mouse","sra","data_sources/sra","data_sources",2
"SRP043376","mouse","sra","data_sources/sra","data_sources",4
"SRP057876","mouse","sra","data_sources/sra","data_sources",14
"SRP107776","mouse","sra","data_sources/sra","data_sources",4
"SRP120976","mouse","sra","data_sources/sra","data_sources",8
"SRP134276","mouse","sra","data_sources/sra","data_sources",12
"SRP047176","mouse","sra","data_sources/sra","data_sources",15
"SRP125176","mouse","sra","data_sources/sra","data_sources",378
"SRP093776","mouse","sra","data_sources/sra","data_sources",5
"SRP075476","mouse","sra","data_sources/sra","data_sources",158
"SRP077576","mouse","sra","data_sources/sra","data_sources",5
"ERP007076","mouse","sra","data_sources/sra","data_sources",69
"SRP131076","mouse","sra","data_sources/sra","data_sources",6
"SRP097576","mouse","sra","data_sources/sra","data_sources",10
"SRP100476","mouse","sra","data_sources/sra","data_sources",8
"SRP133176","mouse","sra","data_sources/sra","data_sources",4
"SRP131476","mouse","sra","data_sources/sra","data_sources",24
"SRP187076","mouse","sra","data_sources/sra","data_sources",8
"SRP110976","mouse","sra","data_sources/sra","data_sources",30
"SRP135676","mouse","sra","data_sources/sra","data_sources",16
"SRP064376","mouse","sra","data_sources/sra","data_sources",24
"SRP156476","mouse","sra","data_sources/sra","data_sources",8
"SRP071876","mouse","sra","data_sources/sra","data_sources",160
"SRP074076","mouse","sra","data_sources/sra","data_sources",4
"SRP158376","mouse","sra","data_sources/sra","data_sources",22
"DRP003476","mouse","sra","data_sources/sra","data_sources",106
"SRP189776","mouse","sra","data_sources/sra","data_sources",8
"SRP197376","mouse","sra","data_sources/sra","data_sources",10
"SRP091876","mouse","sra","data_sources/sra","data_sources",2
"SRP151676","mouse","sra","data_sources/sra","data_sources",4
"SRP191176","mouse","sra","data_sources/sra","data_sources",16
"ERP117476","mouse","sra","data_sources/sra","data_sources",47
